,Please select your age.,What is the highest level of education you have attained?,In which discipline is your highest academic qualification?,In which institute do you work?,Do you write code as part of your job?,Who uses the code that you write?,How many years of software development experience do you have?,What programming language do you use at work? Please select all that apply.,Please rate every answer on a scale from 1 to 10. The sum of all 4 answers must be 10.,"In an average month, how much time do you spend on software development?","In an average month, how much time do you spend on research?","In an average month, how much time do you spend on management?","In an average month, how much time do you spend on other activities?","In an average month, how much time would you like to spend on software development?","In an average month, how much time would you like to spend on research?","In an average month, how much time would you like to spend on management?","In an average month, how much time would you like to spend on other activities?",Which version control tools do you use for software development? Please select all that apply.,Are you documenting your software?,"What kind of documentation do you write? Please rate every answer with “never”, “sometimes”, or “regularly”.",Developer guide,Code comments,Guide for new contributors,User manual,Release notes,Installation notes,README,Are you testing your software?,"How do you test your software? Please rate every answer with “never”, “sometimes”, or “regularly”.",Automated,semi-automated,manually,"When do you test your software? Please rate every answer with “never”, “sometimes”, or “regularly”.",Before I publish results based on it,Before I give it to someone else,During development,Did you ever reference or acknowledge software in a publication?,How do you reference software in a publication? Please select all that apply.,Do you care for making your software citable?
446,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,2,4.0,MATLAB;#Fortran,,1.0,2.0,3.0,4.0,3.0,6.0,0.0,1.0,Subversion;#Git,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,3.0,,2.0,,3.0,2.0,3.0,Yes,Name,No
447,25 - 34,Master degree,Computer Science,Institute Space 17,Yes,1,3.0,Python;#C++;#JavaScript,,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,2.0,1.0,2.0,2.0,2.0,Yes,,2.0,2.0,2.0,,3.0,3.0,3.0,Yes,Name,No
448,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,4,12.0,Python;#C++,,3.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,Subversion;#Git,Yes,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link;#Other,Yes
449,45 - 54,Doctorate,Biological Sciences,Institute Space 9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
450,25 - 34,Master degree,Other,Institute Space 12,Yes,3,5.0,Java;#C;#Python;#C++;#JavaScript,,4.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,Git,Yes,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,Yes,,2.0,3.0,2.0,,3.0,3.0,3.0,Yes,Name;#Link;#Other,Yes
451,55 or older,Doctorate,Chemical Engineering,Institute Energy 3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
452,25 - 34,Master degree,Electrical & Electronic Engineering,,Yes,1,3.0,Python;#C++;#MATLAB;#Lisp,,6.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,Subversion;#Git,Yes,,1.0,3.0,2.0,1.0,1.0,2.0,3.0,Yes,,2.0,1.0,3.0,,3.0,3.0,3.0,No,,No
453,18 - 24,Undergraduate degree,Information Management,Institute Aeronautics 8,Yes,0 - Mostly me,3.0,Java;#C;#MATLAB,,2.0,0.0,2.0,6.0,1.0,4.0,1.0,4.0,Subversion,Yes,,1.0,2.0,2.0,3.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Link,Yes
454,25 - 34,Master degree,Mathematics,Institute Space 16,Yes,5 - Mostly other people,6.0,Python;#C++;#MATLAB;#Perl;#Fortran,,8.0,0.0,0.0,2.0,7.0,2.0,,1.0,Git;#CVS,Yes,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,Yes,,1.0,3.0,1.0,,3.0,3.0,2.0,No,,No
455,,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI,
456,45 - 54,Doctorate,Other,Institute Space 9,Yes,2,30.0,MATLAB,,3.0,3.0,3.0,1.0,4.0,6.0,0.0,0.0,None,Yes,,,3.0,2.0,3.0,2.0,2.0,1.0,Yes,,3.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#DOI;#Other,Yes
457,35 - 44,Undergraduate degree,Geography & Environmental Sciences,Institute Space 18,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link,
458,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,2.0,C;#C++;#Fortran,,5.0,4.0,0.0,1.0,3.0,3.0,3.0,1.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,2.0,3.0,3.0,No,Name,No
459,35 - 44,Doctorate,Physics,Institute Space 8,Yes,4,15.0,Python;#Fortran;#Other,,5.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,Yes,Link;#DOI,Yes
460,55 or older,Master degree,Mechanical Engineering,Institute Space 9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
461,35 - 44,Doctorate,Physics,Institute Energy 1,Yes,0 - Mostly me,1.0,C,,4.0,4.0,1.0,1.0,3.0,6.0,1.0,0.0,None,Yes,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,Yes,,1.0,2.0,2.0,,3.0,1.0,3.0,No,Name,No
462,25 - 34,Master degree,Mathematics,Institute Space 13,Yes,2,2.0,Julia,,5.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,Git,Yes,,2.0,3.0,1.0,2.0,2.0,3.0,3.0,Yes,,2.0,3.0,3.0,,3.0,3.0,3.0,No,Name;#Link;#DOI,Yes
463,25 - 34,Doctorate,Mathematics,Institute Space 16,Yes,5 - Mostly other people,3.0,Java;#Python;#C#;#SQL;#Other,,5.0,1.0,1.0,3.0,6.0,3.0,0.0,1.0,Git,Yes,,2.0,3.0,2.0,3.0,3.0,2.0,2.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,No
464,25 - 34,Doctorate,Physics,Institute Space 8,Yes,2,4.0,Python;#Fortran;#Other,,3.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,Subversion;#Git,Yes,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,Yes,,2.0,2.0,2.0,,3.0,2.0,3.0,Yes,Name;#Link;#DOI,Yes
465,25 - 34,Doctorate,Mechanical Engineering,Institute Aeronautics 1,Yes,2,3.0,MATLAB;#Perl,,1.0,5.0,2.0,2.0,2.0,6.0,1.0,1.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name,No
466,35 - 44,Master degree,Electrical & Electronic Engineering,Institute Aeronautics 8,Yes,3,12.0,C;#Python;#C++;#MATLAB,,2.0,2.0,6.0,2.0,5.0,3.0,2.0,1.0,Subversion;#Git,Yes,,3.0,3.0,2.0,2.0,1.0,1.0,1.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link;#DOI,Yes
467,45 - 54,Doctorate,Computer Science,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
468,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#Other,
469,35 - 44,Doctorate,Computer Science,Institute Aeronautics 10,Yes,2,10.0,Java;#Python;#C++,,4.0,2.0,2.0,2.0,7.0,3.0,1.0,2.0,Subversion;#Git,Yes,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,No,,No
470,35 - 44,Doctorate,Psychology,Institute Aeronautics 6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
471,35 - 44,Master degree,Computer Science,,Yes,0 - Mostly me,10.0,Java;#Python;#JavaScript;#SQL,,3.0,3.0,4.0,,10.0,,,,Subversion,Yes,,3.0,3.0,1.0,2.0,2.0,3.0,2.0,Yes,,,2.0,3.0,,3.0,3.0,3.0,Yes,Name,No
472,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 8,Yes,4,2.0,Python;#C++,,6.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,Subversion,Yes,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,Yes,,2.0,2.0,3.0,,3.0,3.0,2.0,Yes,Name,No
473,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Space 19,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
474,35 - 44,Doctorate,Computer Science,Institute Space 19,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#Other,
475,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Space 10,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Other,
476,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Space 8,Yes,2,10.0,Python;#MATLAB;#IDL;#Other,,4.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,None,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,No,,No
477,35 - 44,Doctorate,Computer Science,Institute Aeronautics 10,Yes,0 - Mostly me,10.0,C;#Python;#C++;#Assembly language,,0.0,1.0,8.0,1.0,3.0,5.0,1.0,1.0,Subversion;#Git,No,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,Yes,,1.0,1.0,3.0,,1.0,1.0,3.0,Yes,Name;#Link,No
478,25 - 34,Master degree,Computer Science,Institute Space 12,Yes,2,3.0,Python;#C++,,4.0,3.0,0.0,2.0,3.0,6.0,,1.0,Subversion;#Git,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,2.0,3.0,Yes,Name;#Link,No
479,25 - 34,Doctorate,Chemistry,Institute Aeronautics 12,Yes,2,3.0,Python;#Other,,1.0,4.0,4.0,1.0,0.0,8.0,0.0,2.0,None,Yes,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,No,,No
480,55 or older,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,35.0,C;#Python;#C++;#Delphi/Object Pascal;#Visual Basic;#Fortran,,1.0,5.0,3.0,1.0,2.0,7.0,1.0,0.0,None,Yes,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,1.0,3.0,3.0,Yes,Name;#DOI,No
481,35 - 44,Master degree,Mathematics,Institute Aeronautics 1,Yes,4,20.0,C;#Python;#C++,,5.0,2.0,2.0,1.0,7.0,3.0,0.0,0.0,Subversion;#Git,Yes,,3.0,3.0,2.0,1.0,2.0,2.0,2.0,Yes,,3.0,3.0,2.0,,3.0,3.0,3.0,Yes,Name;#Link,No
482,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 5,Yes,3,3.0,Java;#Python;#Fortran,,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,Subversion;#Git,Yes,,2.0,3.0,1.0,2.0,2.0,3.0,2.0,Yes,,3.0,2.0,2.0,,3.0,3.0,2.0,No,Name;#Link,Yes
483,25 - 34,Master degree,Computer Science,Institute Transport 1,Yes,1,3.0,Python;#C++,,2.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,Subversion;#Git,Yes,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,Yes,,3.0,2.0,2.0,,3.0,3.0,3.0,Yes,Name;#Link;#Other,Yes
484,35 - 44,Doctorate,Physics,Institute Space 5,Yes,1,25.0,C;#Python;#C++;#Other,,2.0,4.0,3.0,1.0,2.0,7.0,1.0,1.0,"Subversion;#Git;#Other DVCS (e.g. Bazaar, BitKeeper, GNU arch, Mercurial, Monotone)",Yes,,2.0,3.0,1.0,1.0,2.0,2.0,3.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name;#DOI,Yes
485,25 - 34,Master degree,Chemistry,Institute Energy 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
486,45 - 54,Master degree,Mechanical Engineering,,Yes,1,20.0,MATLAB,,1.0,0.0,9.0,0.0,2.0,2.0,6.0,0.0,None,Yes,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,Yes,,1.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name,Yes
487,35 - 44,Master degree,Politics,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
488,45 - 54,Undergraduate degree,Mechanical Engineering,Institute Energy 3,Yes,3,20.0,Python;#Other,,1.0,3.0,5.0,1.0,3.0,4.0,2.0,1.0,None,Yes,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,Yes,,1.0,2.0,2.0,,3.0,3.0,3.0,Yes,Name,No
489,18 - 24,Undergraduate degree,Computer Science,Institute Space 9,Yes,4,5.0,Python;#C++;#C#,,6.0,2.0,1.0,1.0,6.0,3.0,1.0,0.0,Subversion;#Git;#None,Yes,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,No,,1.0,1.0,1.0,,1.0,1.0,1.0,No,,Yes
490,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,1,5.0,C;#C++;#MATLAB,,5.0,3.0,1.0,1.0,5.0,4.0,0.0,1.0,Subversion,Yes,,2.0,3.0,1.0,2.0,2.0,2.0,3.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,Name,No
491,25 - 34,Master degree,Physics,Institute Space 8,Yes,0 - Mostly me,1.0,Python,,3.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,Git,No,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,1.0,1.0,3.0,No,,No
492,25 - 34,Undergraduate degree,Computer Science,Institute Space 17,Yes,5 - Mostly other people,3.0,Java;#Python;#C++;#SQL,,6.0,3.0,0.0,1.0,6.0,3.0,0.0,1.0,Git,Yes,,3.0,3.0,3.0,,,,3.0,Yes,,3.0,2.0,3.0,,3.0,2.0,3.0,No,Name;#Link;#DOI;#Other,Yes
493,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 4,Yes,1,3.0,Python;#C++,,4.0,3.0,3.0,0.0,4.0,5.0,1.0,0.0,Subversion;#Git;#Other,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,2.0,3.0,No,,No
494,35 - 44,Master degree,Other,Institute Space 2,Yes,0 - Mostly me,10.0,R;#SAS;#Other,,2.0,2.0,4.0,2.0,3.0,5.0,1.0,1.0,Subversion;#Git,Yes,,2.0,3.0,1.0,1.0,2.0,2.0,3.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#Other,Yes
495,45 - 54,Master degree,Computer Science,Institute Aeronautics 6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI,
496,45 - 54,Master degree,Mechanical Engineering,Institute Energy 4,Yes,1,15.0,MATLAB;#Other,,3.0,3.0,2.0,2.0,5.0,5.0,,,Subversion,Yes,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,Yes,Name,No
497,25 - 34,Master degree,Psychology,Institute Space 2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI;#Other,
498,45 - 54,Doctorate,Physics,Institute Space 7,Yes,2,15.0,Python;#C++;#Assembly language;#Other,,4.0,2.0,3.0,1.0,1.0,7.0,2.0,,None,Yes,,1.0,3.0,2.0,2.0,3.0,2.0,,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,DOI;#Other,No
499,25 - 34,Master degree,Mechanical Engineering,Institute Transport 2,Yes,3,6.0,Python;#MATLAB,,2.0,4.0,2.0,2.0,3.0,5.0,1.0,1.0,Subversion,Yes,,1.0,3.0,2.0,1.0,2.0,1.0,2.0,Yes,,1.0,2.0,2.0,,,2.0,1.0,Yes,Other,No
500,55 or older,Master degree,Physics,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
501,35 - 44,Doctorate,Mechanical Engineering,Institute Aeronautics 5,Yes,1,6.0,Python,,3.0,3.0,2.0,2.0,5.0,5.0,,,Subversion,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,Yes,Name;#Link;#DOI,No
502,55 or older,Doctorate,Other,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI,
503,35 - 44,Doctorate,Computer Science,Institute Aeronautics 10,Yes,5 - Mostly other people,19.0,C;#Python;#C++;#MATLAB,,3.0,5.0,1.0,1.0,2.0,8.0,0.0,0.0,Subversion;#Git,Yes,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,Yes,,1.0,1.0,3.0,,3.0,2.0,2.0,No,,Yes
504,35 - 44,general qualification for university entrance,Economics,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
505,35 - 44,Master degree,Computer Science,Institute Aeronautics 8,Yes,3,20.0,C;#C++,,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,Subversion;#Git,Yes,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,No,,No
506,25 - 34,Doctorate,Geography & Environmental Sciences,Institute Space 8,Yes,0 - Mostly me,6.0,Python;#MATLAB;#Fortran,,3.0,5.0,1.0,1.0,2.0,6.0,0.0,2.0,None,Yes,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,No,,,,,,,,,Yes,Name;#Link,Yes
507,18 - 24,Undergraduate degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 10,Yes,1,5.0,Python;#C++,,3.0,4.0,0.0,3.0,4.0,4.0,,2.0,Git,No,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,2.0,3.0,Yes,Name,No
508,25 - 34,Doctorate,Politics,Institute Aeronautics 12,Yes,0 - Mostly me,7.0,MATLAB;#Other,,4.0,5.0,7.0,5.0,5.0,8.0,3.0,5.0,Subversion,Yes,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
509,35 - 44,Doctorate,Mechanical Engineering,Institute Energy 4,Yes,0 - Mostly me,20.0,MATLAB,,1.0,3.0,5.0,1.0,3.0,4.0,2.0,1.0,None,No,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,1.0,1.0,3.0,No,Name,No
510,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
511,25 - 34,Master degree,Biological Sciences,Institute Space 12,Yes,3,3.0,Java;#Python;#MATLAB,,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,Git,Yes,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,2.0,3.0,No,Name;#Link;#Other,Yes
512,45 - 54,Doctorate,Computer Science,Institute Space 16,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link,
513,25 - 34,Doctorate,Mechanical Engineering,Institute Aeronautics 5,Yes,2,6.0,Python;#MATLAB,,1.0,2.0,6.0,1.0,2.0,6.0,1.0,1.0,Subversion;#None,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,2.0,3.0,No,,No
514,25 - 34,Doctorate,Mathematics,Institute Aeronautics 1,Yes,2,8.0,C;#Python;#MATLAB,,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,Subversion;#Git,Yes,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link;#Other,No
515,45 - 54,Master degree,Physics,Institute Space 10,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Other,
516,55 or older,Doctorate,Physics,Other,Yes,2,18.0,Python;#JavaScript;#R,,3.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,Subversion;#Git,Yes,,1.0,3.0,1.0,2.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,2.0,No,,No
517,18 - 24,Undergraduate degree,Computer Science,Institute Transport 1,Yes,4,1.0,C#,,3.0,3.0,3.0,1.0,6.0,2.0,2.0,0.0,Subversion,Yes,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,2.0,,2.0,2.0,2.0,Yes,Name;#Link,Yes
518,35 - 44,Doctorate,Physics,Institute Space 8,Yes,3,10.0,Python;#R;#Fortran;#Other,,5.0,3.0,2.0,,5.0,5.0,0.0,,Git,Yes,,3.0,,,3.0,,,,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,No,,No
519,45 - 54,Doctorate,Physics,Institute Space 16,Yes,0 - Mostly me,20.0,MATLAB;#Fortran,,2.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,None,No,,,3.0,,,,,,Yes,,,,3.0,,3.0,3.0,3.0,No,Other,No
520,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,1,13.0,Python;#Fortran,,2.0,4.0,2.0,2.0,2.0,4.0,4.0,0.0,None,Yes,,1.0,3.0,2.0,1.0,1.0,1.0,3.0,Yes,,1.0,1.0,3.0,,3.0,2.0,3.0,Yes,Name,No
521,35 - 44,Master degree,Computer Science,,Yes,4,32.0,Java;#C;#Python;#C++;#C#;#Fortran;#Other,,6.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0,Subversion,Yes,,2.0,3.0,2.0,3.0,1.0,2.0,2.0,Yes,,1.0,1.0,3.0,,,3.0,2.0,Yes,Name;#Link,No
522,25 - 34,Doctorate,Physics,Institute Space 4,Yes,2,9.0,C;#Python;#C++;#MATLAB,,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,2.0,,3.0,3.0,3.0,Yes,Name;#Other,Yes
523,35 - 44,Master degree,Computer Science,Other,Yes,2,25.0,Python;#C#;#JavaScript;#SQL;#Go;#R,,2.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,Git,Yes,,2.0,3.0,1.0,2.0,3.0,2.0,3.0,Yes,,2.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link;#DOI,Yes
524,35 - 44,Doctorate,Computer Science,Institute Transport 1,Yes,3,20.0,Java;#C;#C++;#C#;#SQL,,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,Subversion;#Git,Yes,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,Yes,,2.0,2.0,3.0,,3.0,2.0,3.0,No,,No
525,35 - 44,Doctorate,General Engineering,Institute Energy 3,Yes,0 - Mostly me,12.0,MATLAB;#Other,,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,None,Yes,,2.0,3.0,1.0,2.0,1.0,2.0,2.0,Yes,,1.0,1.0,3.0,,2.0,1.0,3.0,No,,No
526,45 - 54,Other,Computer Science,Institute Transport 2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name;#Link;#DOI;#Other,
527,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,1,24.0,C;#Python;#C++,,2.0,5.0,2.0,1.0,3.0,5.0,1.0,1.0,Subversion;#Git,Yes,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#DOI,No
528,55 or older,Doctorate,Physics,Institute Space 3,Yes,2,32.0,C;#C++,,7.0,1.0,0.0,2.0,7.0,1.0,0.0,2.0,Git,Yes,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,No
529,25 - 34,Master degree,Mechanical Engineering,,Yes,3,2.0,C++;#MATLAB,,5.0,1.0,0.0,4.0,6.0,2.0,0.0,2.0,Other,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,,No
530,35 - 44,Doctorate,General Engineering,Institute Energy 1,Yes,1,20.0,Java;#Python;#C#;#SQL;#Julia,,1.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,Git,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,Yes,,3.0,3.0,3.0,,2.0,2.0,3.0,Yes,Name;#Link;#Other,Yes
531,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,3.0,C;#Python,,2.0,7.0,0.0,1.0,4.0,6.0,0.0,0.0,Git,Yes,,1.0,3.0,1.0,2.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,3.0,2.0,3.0,Yes,Name;#Other,No
532,25 - 34,Master degree,Mechanical Engineering,Institute Space 11,Yes,1,4.0,Python;#MATLAB,,4.0,4.0,1.0,1.0,3.0,6.0,0.0,1.0,Subversion;#Git,Yes,,2.0,3.0,1.0,2.0,2.0,3.0,3.0,Yes,,2.0,3.0,2.0,,1.0,2.0,3.0,Yes,Name,No
533,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Space 11,Yes,4,2.0,C;#Python;#C++;#MATLAB;#Fortran,,2.0,6.0,1.0,1.0,2.0,7.0,0.0,1.0,Subversion;#Git,Yes,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,2.0,3.0,3.0,Yes,Name,Yes
534,25 - 34,Master degree,Mechanical Engineering,Institute Space 11,Yes,3,4.0,Python;#C++;#Fortran,,3.0,5.0,2.0,0.0,4.0,3.0,3.0,0.0,Subversion;#Git,Yes,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,2.0,Yes,Name;#Link,No
535,35 - 44,general qualification for university entrance,,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
536,25 - 34,Undergraduate degree,Computer Science,Other,Yes,3,3.0,Python;#SQL;#Other,,0.0,9.0,0.0,5.0,6.0,9.0,6.0,8.0,Subversion,No,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,1.0,3.0,3.0,No,,Yes
537,35 - 44,Master degree,Other,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link,
538,35 - 44,Master degree,Mechanical Engineering,Institute Space 11,Yes,3,4.0,C;#C++;#MATLAB;#Fortran,,2.0,6.0,1.0,1.0,3.0,7.0,,,Subversion,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,Yes,Name,No
539,35 - 44,Master degree,Mathematics,Institute Aeronautics 1,Yes,3,15.0,C;#Python,,2.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,None,Yes,,1.0,3.0,2.0,3.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,,No
